type_x,name,name_ext,path,folder,label_name,label_name_ext,label_path,polygon_count,type_y,soft_area,hard_area,total_area
mask,20220912_AnB_CB10 (137)_mask,20220912_AnB_CB10 (137)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (137)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (14)_mask,20220912_AnB_CB10 (14)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (14)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (145)_mask,20220912_AnB_CB10 (145)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (145)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (149)_mask,20220912_AnB_CB10 (149)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (149)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (156)_mask,20220912_AnB_CB10 (156)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (156)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (158)_mask,20220912_AnB_CB10 (158)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (158)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (16)_mask,20220912_AnB_CB10 (16)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (16)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (160)_mask,20220912_AnB_CB10 (160)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (160)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (161)_mask,20220912_AnB_CB10 (161)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (161)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (164)_mask,20220912_AnB_CB10 (164)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (164)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (165)_mask,20220912_AnB_CB10 (165)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (165)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (169)_mask,20220912_AnB_CB10 (169)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (169)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (17)_mask,20220912_AnB_CB10 (17)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (17)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (170)_mask,20220912_AnB_CB10 (170)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (170)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (171)_mask,20220912_AnB_CB10 (171)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (171)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (18)_mask,20220912_AnB_CB10 (18)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (18)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (181)_mask,20220912_AnB_CB10 (181)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (181)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (182)_mask,20220912_AnB_CB10 (182)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (182)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (183)_mask,20220912_AnB_CB10 (183)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (183)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (184)_mask,20220912_AnB_CB10 (184)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (184)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (188)_mask,20220912_AnB_CB10 (188)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (188)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (21)_mask,20220912_AnB_CB10 (21)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (21)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (22)_mask,20220912_AnB_CB10 (22)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (22)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (23)_mask,20220912_AnB_CB10 (23)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (23)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (25)_mask,20220912_AnB_CB10 (25)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (25)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (27)_mask,20220912_AnB_CB10 (27)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (27)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (28)_mask,20220912_AnB_CB10 (28)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (28)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (30)_mask,20220912_AnB_CB10 (30)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (30)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (32)_mask,20220912_AnB_CB10 (32)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (32)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (37)_mask,20220912_AnB_CB10 (37)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (37)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (38)_mask,20220912_AnB_CB10 (38)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (38)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (39)_mask,20220912_AnB_CB10 (39)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (39)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (4)_mask,20220912_AnB_CB10 (4)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (4)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (40)_mask,20220912_AnB_CB10 (40)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (40)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (41)_mask,20220912_AnB_CB10 (41)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (41)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (42)_mask,20220912_AnB_CB10 (42)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (42)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (45)_mask,20220912_AnB_CB10 (45)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (45)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (47)_mask,20220912_AnB_CB10 (47)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (47)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (48)_mask,20220912_AnB_CB10 (48)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (48)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (49)_mask,20220912_AnB_CB10 (49)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (49)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (5)_mask,20220912_AnB_CB10 (5)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (5)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (51)_mask,20220912_AnB_CB10 (51)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (51)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (53)_mask,20220912_AnB_CB10 (53)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (53)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (57)_mask,20220912_AnB_CB10 (57)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (57)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (60)_mask,20220912_AnB_CB10 (60)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (60)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (63)_mask,20220912_AnB_CB10 (63)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (63)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (64)_mask,20220912_AnB_CB10 (64)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (64)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (69)_mask,20220912_AnB_CB10 (69)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (69)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (70)_mask,20220912_AnB_CB10 (70)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (70)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (72)_mask,20220912_AnB_CB10 (72)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (72)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (76)_mask,20220912_AnB_CB10 (76)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (76)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (88)_mask,20220912_AnB_CB10 (88)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (88)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB10 (94)_mask,20220912_AnB_CB10 (94)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB10 (94)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (18)_mask,20220912_AnB_CB8 (18)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (18)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (25)_mask,20220912_AnB_CB8 (25)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (25)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (26)_mask,20220912_AnB_CB8 (26)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (26)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (27)_mask,20220912_AnB_CB8 (27)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (27)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (29)_mask,20220912_AnB_CB8 (29)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (29)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (4)_mask,20220912_AnB_CB8 (4)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (4)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (40)_mask,20220912_AnB_CB8 (40)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (40)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (48)_mask,20220912_AnB_CB8 (48)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (48)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (52)_mask,20220912_AnB_CB8 (52)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (52)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (54)_mask,20220912_AnB_CB8 (54)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (54)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
mask,20220912_AnB_CB8 (56)_mask,20220912_AnB_CB8 (56)_mask.png,C:\Users\20233416\Documents\DC1\Cap_coral_reefs\New_version_of_the_project\website\benthic_datasets\mask_labels\reef_support\SEAFLOWER_BOLIVAR\masks_stitched\20220912_AnB_CB8 (56)_mask.png,SEAFLOWER_BOLIVAR,,,,0,,,,
